incident_type,description_length,has_media,upvotes,flags,duplicate_score,injuries_reported,people_involved,distance_to_responder,near_sensitive_location,time_of_day,priority_score
infrastructure_failure,49,0,2,0,0.14610910820019624,1,6,2.1970623692271705,1,evening,64
violence,14,0,1,0,0.4781800320244734,1,3,5.408674850513799,1,morning,69
medical_emergency,53,0,1,0,0.4998867044415587,1,1,2.669886065085607,0,morning,56
infrastructure_failure,71,0,5,1,0.3600772233192836,0,1,3.5514080612883103,1,morning,36
medical_emergency,83,1,1,0,0.10465510955870588,0,2,5.952014829702304,0,evening,43
flood,71,0,0,1,0.06031169073228837,0,4,4.02488521344733,1,afternoon,33
infrastructure_failure,96,1,1,1,0.10385810450967879,1,5,5.978207065684148,1,night,63
road_accident,86,0,4,0,0.07252414369952981,1,1,2.6166711076136075,0,morning,50
power_outage,12,1,0,0,0.3687005312599906,0,1,2.057347226593893,1,afternoon,29
power_outage,103,1,2,0,0.27898922077517285,0,7,6.140100216975343,0,night,32
violence,87,1,1,0,0.36179041760910874,1,5,3.052303623770941,0,evening,69
violence,48,0,1,0,0.0,1,5,3.1440884124385655,0,afternoon,62
flood,99,1,0,0,0.0,0,4,1.9152662332787171,0,morning,42
power_outage,105,1,1,0,0.20233350946491666,0,5,3.012626735403739,0,night,37
infrastructure_failure,10,1,3,0,0.18678543906935555,0,1,3.035450243834685,0,afternoon,25
power_outage,34,1,1,1,0.6340590045273033,1,3,3.444531296605553,0,afternoon,35
fire,89,1,1,1,0.1096761752419183,0,1,1.8340811324458723,1,evening,69
flood,16,1,1,0,0.05534099770913703,1,2,3.135952901678635,0,evening,52
fire,21,0,4,0,0.027109363706322415,0,6,6.6512959668030565,0,evening,57
medical_emergency,79,0,3,0,0.41974446759324635,1,7,2.431470105983456,1,afternoon,73
power_outage,32,1,0,0,0.2745407841125159,0,5,1.5605076913697855,1,evening,49
flood,38,0,3,1,0.18041326524693604,1,1,3.6457198224759737,0,evening,48
power_outage,22,0,1,0,0.21428133729785287,0,1,4.243595865531058,0,morning,18
violence,26,1,0,0,0.28050798048519243,0,2,3.602326058726148,1,evening,51
violence,77,1,4,0,0.22000705010278507,0,5,3.347295466355383,0,night,52
violence,18,0,2,0,0.12475835684598445,0,3,6.128996236322514,0,morning,37
road_accident,65,1,3,1,0.343314391072441,1,5,4.293771277358573,0,evening,68
flood,74,0,1,0,0.2696456147173032,0,1,6.791206973022157,0,morning,5
fire,49,1,3,2,0.3527906232763139,0,4,4.37179743988939,0,night,55
flood,22,1,1,1,0.3570266034864468,0,6,3.7777629199706517,0,evening,28
fire,88,0,1,0,0.06218240865583202,0,3,2.879249020827578,0,night,45
medical_emergency,119,1,2,0,0.4038329973276684,1,5,5.052343876757691,0,afternoon,65
road_accident,103,0,1,0,0.35193408544656213,1,7,0.6511354659905071,1,night,87
infrastructure_failure,73,1,1,0,0.15691269035922725,0,2,1.2921389262874414,0,morning,37
gas_leak,101,0,1,0,0.3691222917850392,0,7,4.897243701262538,0,afternoon,45
infrastructure_failure,59,0,1,0,0.17434149718494657,0,7,3.093706975661547,1,evening,43
violence,90,1,1,0,0.103039926509222,0,2,2.885188351062622,0,evening,57
medical_emergency,16,1,0,0,0.0,0,2,2.475881113736432,1,morning,54
road_accident,63,1,0,0,0.2123606046665462,0,3,4.88414469425887,0,morning,53
power_outage,84,0,1,1,0.17824036309170066,0,4,3.7271948553437975,0,afternoon,24
road_accident,97,1,2,0,0.30221666522075735,1,7,5.2800515325011315,0,night,77
violence,100,0,2,1,0.12353404945754488,0,7,2.1023256243899517,0,morning,40
violence,108,1,1,0,0.37952106063663393,1,6,3.237519514033345,1,evening,81
fire,35,1,0,1,0.19874139490930454,0,5,3.745197033873599,0,night,72
flood,108,0,5,0,0.17639831661505906,0,1,2.7449026488497132,0,morning,24
fire,105,1,2,0,0.0,0,3,1.826565976164054,0,afternoon,50
medical_emergency,92,1,0,0,0.21327334151717808,1,4,5.705987113390091,1,evening,83
gas_leak,35,0,3,0,0.17385183245330743,1,2,7.617772173494844,0,morning,59
fire,15,1,5,0,0.17629395430521622,0,5,2.198725834443983,1,evening,84
violence,35,0,2,0,0.11401861781948376,0,4,6.999059577360288,0,morning,32
gas_leak,68,0,2,0,0.11081293740212453,0,6,6.063716318291219,0,night,48
power_outage,117,1,3,1,0.09130234871249514,0,3,0.9169703631724229,0,morning,27
gas_leak,56,0,2,0,0.21610559393555456,0,6,2.8076021234152546,1,night,70
fire,57,1,2,1,0.3326864256126688,0,2,1.7073317065139966,0,night,54
gas_leak,99,1,3,0,0.32063010718348334,0,3,3.4309289384547466,0,morning,62
fire,18,0,1,0,0.408113667961443,0,2,5.786771062907302,0,morning,36
gas_leak,22,0,3,0,9.931097971574432e-05,0,5,4.960350390408605,0,evening,59
flood,90,0,4,0,0.29684627104780315,0,1,4.130286682984211,0,morning,19
infrastructure_failure,70,0,0,0,0.4225497387785856,1,3,2.3957823857573413,0,evening,43
flood,104,1,0,0,0.4689209445873583,0,3,3.4527859663045812,0,morning,14
infrastructure_failure,33,0,1,1,0.3520248197656627,0,4,5.573920268985754,0,evening,15
infrastructure_failure,53,0,1,0,0.019709925691664437,0,5,2.10710913859312,0,morning,30
violence,31,1,4,1,0.4769110971988901,0,2,3.224192630805481,0,night,37
power_outage,61,0,3,0,0.03949237709217235,0,4,2.7987744209295453,1,morning,31
road_accident,59,1,3,0,0.2407983247368189,0,5,3.218117488276481,1,afternoon,63
power_outage,40,1,2,0,0.49315589924116526,0,7,2.989849908082574,1,morning,40
fire,103,1,3,0,0.7313386211292394,0,2,4.581302375132208,0,afternoon,46
gas_leak,91,1,2,0,0.022529634866495896,0,2,5.159570732646265,0,night,50
violence,67,1,3,0,0.17800663560161628,0,3,5.866525541665691,1,afternoon,54
medical_emergency,63,0,2,1,0.0674979870097403,0,3,2.6259824572472676,0,evening,50
road_accident,20,1,1,0,0.26902157233429613,0,7,3.7622678101442926,0,evening,60
gas_leak,69,0,3,0,0.3695913746468964,0,3,1.904990153219148,0,night,57
infrastructure_failure,54,0,0,0,0.287245403042963,0,1,1.1836881651128301,0,evening,20
gas_leak,53,1,4,1,0.5169641126064853,0,3,6.0808232000016496,0,evening,43
medical_emergency,42,0,2,0,0.0,1,7,0.05392508999847312,0,morning,87
medical_emergency,100,1,0,0,0.2806576784031844,0,2,3.208957633998442,1,evening,64
medical_emergency,99,1,1,0,0.25933031559990943,0,1,1.3957626872288333,0,night,53
power_outage,26,0,2,1,0.2148928260058782,0,3,2.6400173888539267,1,afternoon,32
violence,93,1,0,0,0.41908338580810023,1,1,0.15114832916312038,0,morning,61
gas_leak,104,0,1,0,0.13275271122175714,1,5,1.0567369483758595,1,morning,83
fire,51,1,0,2,0.3419955588533825,0,7,5.939308652675912,0,afternoon,39
fire,81,0,2,0,0.11966935542365964,1,1,6.798930864664111,0,evening,58
fire,59,0,2,0,0.32070415426658927,0,7,2.765622862174634,1,morning,62
violence,60,0,2,0,0.170895960555489,0,3,0.3992509248001781,1,afternoon,43
infrastructure_failure,116,1,1,0,0.03242460162020763,0,1,2.4311558823368538,1,night,44
road_accident,45,0,1,1,0.0,0,4,2.3333706508663914,0,afternoon,43
power_outage,71,0,1,0,0.21540162062230497,0,7,3.0218699749131064,0,morning,20
medical_emergency,104,1,1,0,0.30106495601691624,0,4,3.7220662502186963,0,afternoon,48
power_outage,41,0,1,1,0.0,0,5,2.041514203214941,1,evening,40
flood,72,0,3,1,0.45162540462651773,0,3,4.249382525962505,0,afternoon,19
violence,117,0,1,0,0.22471392225971773,1,4,4.900711683674281,0,afternoon,56
medical_emergency,95,0,2,0,0.21276848685400143,1,5,6.7862847959949075,0,night,75
flood,57,1,1,0,0.2506388383907073,0,5,3.2288127844024626,0,night,40
violence,12,1,3,1,0.3417732846118918,0,7,4.784837418609371,0,afternoon,42
infrastructure_failure,83,1,0,0,0.40529663528553284,0,4,5.381366462318979,0,night,8
violence,67,1,1,0,0.29608742202730404,1,3,4.943977402927153,0,afternoon,57
flood,75,1,2,1,0.7606548204999906,1,4,5.088740486029126,1,morning,45
violence,48,1,2,1,0.23676588967826467,0,5,1.2385772063692273,0,evening,61
violence,66,1,2,0,0.34228705312671986,0,2,2.5029994056425546,1,afternoon,43
infrastructure_failure,118,1,2,0,0.13436443025891615,0,3,3.4880950637640424,1,afternoon,44
flood,31,1,4,1,0.0,0,3,5.050701408991687,0,afternoon,25
fire,31,0,1,0,0.20833325711484074,0,7,3.165657565520565,1,morning,63
infrastructure_failure,24,1,1,0,0.10165535869763326,1,3,3.5841057202995,0,evening,52
power_outage,95,1,2,0,0.45961339667059525,0,4,6.402101103972476,0,evening,29
fire,29,0,0,1,0.22431002686106435,0,1,5.56659874095746,0,afternoon,31
medical_emergency,45,1,2,0,0.16359613092505781,1,6,6.281579604106892,1,afternoon,83
fire,28,0,2,0,0.1415038530496398,0,2,6.129407885286815,0,night,53
road_accident,62,0,2,1,0.04652939037095952,1,1,4.363532819776056,1,evening,64
gas_leak,37,1,2,1,0.19800153368788984,0,6,6.589472111365065,0,afternoon,45
violence,81,1,4,1,0.0,1,5,6.913746584595096,0,afternoon,59
medical_emergency,29,0,1,0,0.0,0,3,3.9885277287589234,1,evening,61
fire,105,0,1,1,0.23466677079078774,0,6,7.436102272874596,0,night,43
fire,64,1,3,1,0.013811711210672262,1,7,1.6689764613840652,0,morning,90
road_accident,46,1,3,1,0.1371637644493092,0,4,2.7340129589007645,0,afternoon,44
gas_leak,81,0,1,1,0.2983499775756668,1,4,5.216431488638998,0,evening,66
power_outage,30,1,1,0,0.2947806592251133,0,3,3.9931038233858756,0,night,29
power_outage,76,1,2,0,0.0,0,1,0.6193333200467896,0,night,33
flood,98,1,1,0,0.3453384422052711,0,5,5.629665135831965,0,afternoon,38
infrastructure_failure,33,1,1,1,0.0,0,6,0.520932993099446,1,afternoon,44
road_accident,87,1,2,0,0.17883225040250214,1,5,4.209210191864747,1,morning,78
fire,26,1,0,0,0.2929042938958298,1,7,6.865743674491332,0,night,79
violence,34,1,4,0,0.0,0,7,1.9427493913384626,0,night,75
infrastructure_failure,86,1,1,0,0.23939168489943144,0,7,5.599638926919969,0,night,27
medical_emergency,103,0,4,0,0.11930911644580862,1,5,4.110597200984658,0,morning,71
violence,94,0,3,1,0.47660031479437737,1,5,1.7600582820041666,0,morning,68
road_accident,17,0,3,1,0.14483867599798603,1,1,7.918712615435312,0,afternoon,43
road_accident,86,1,4,1,0.4096188352832094,0,7,2.633511477700944,0,night,55
fire,35,1,0,0,0.08435047612533078,0,6,0.28078268089773806,0,afternoon,70
power_outage,104,1,1,1,0.3096040798825599,0,6,5.509701565705334,0,night,16
flood,36,0,2,0,0.31412787197970066,0,1,3.366089569675557,0,afternoon,16
flood,34,0,0,0,0.25721137235448266,0,3,4.731921328606798,0,evening,21
power_outage,97,1,4,0,0.001129070760887002,0,7,5.437036431942466,0,night,39
fire,91,0,2,1,0.1730350197484691,0,4,5.099955734062551,0,evening,54
infrastructure_failure,22,1,1,0,0.2915322213159045,0,4,3.8378870000761833,0,night,28
road_accident,100,1,0,0,0.4066768612381682,0,5,7.205643321999384,0,night,46
fire,83,0,0,0,0.4797640723571218,0,6,2.8225230760849076,0,morning,44
medical_emergency,113,1,1,1,0.6866975346660606,0,3,6.548222280877344,0,night,41
fire,59,1,1,0,0.34432249414354993,0,2,5.05858407088703,0,morning,48
gas_leak,43,0,9,0,0.0,0,3,2.1113528219709217,0,evening,70
gas_leak,102,1,2,0,0.233686535549246,0,2,1.7871851010765434,0,afternoon,53
violence,113,1,1,1,0.28481569438498555,0,7,2.402053109157791,0,evening,51
violence,14,0,0,0,0.44529334885981325,0,6,5.16007540926921,1,night,42
road_accident,37,0,1,0,0.0,1,5,3.707340681209952,0,evening,67
fire,90,1,1,0,0.2189510385394946,0,3,3.258502005629041,1,afternoon,60
medical_emergency,11,1,3,0,0.41841698461562554,0,7,0.5626786654464935,0,morning,58
medical_emergency,41,1,4,1,0.031223226380100028,1,7,3.4024236626785602,0,morning,87
violence,65,1,1,1,0.30667743657303215,0,6,6.919137135267696,1,afternoon,44
road_accident,58,0,1,0,0.3783884684469413,0,6,3.3551910458038523,1,morning,63
gas_leak,30,1,2,0,0.09038553915639742,0,4,1.8814524411982525,1,afternoon,73
medical_emergency,58,0,2,0,0.11546561211158012,0,7,5.326714260532933,0,afternoon,46
gas_leak,69,0,3,0,0.14857755966001732,0,1,2.5608774621483588,0,morning,43
violence,63,0,1,0,0.3935778891144278,0,5,5.823201392662495,0,night,50
violence,105,0,1,0,0.0,1,2,0.8804392497206455,0,evening,72
power_outage,107,1,1,0,0.35800116811722404,0,7,3.765688963923939,0,morning,24
medical_emergency,56,1,2,1,0.06560753910842243,1,7,3.030451443842161,0,night,80
medical_emergency,70,0,0,0,0.0,0,2,4.282343326591226,0,evening,58
power_outage,68,1,2,0,0.3925807185532036,0,7,0.021438658529836285,0,evening,51
flood,62,0,3,0,0.5341944901943065,0,5,1.8106459595425481,0,evening,26
power_outage,54,0,4,1,0.33373862179554414,0,5,1.6940549969398881,0,night,37
violence,69,0,3,0,0.0005664665213209741,0,5,3.292741116323113,0,morning,52
flood,11,1,0,0,0.2576830918720848,0,5,1.1382044242474434,0,evening,38
violence,65,1,1,0,0.21593062528721874,0,3,0.5699907939681288,0,morning,44
road_accident,88,0,2,0,0.08475761438911927,1,3,1.5170013184911333,0,evening,69
medical_emergency,45,0,3,1,0.29178762344422315,0,6,0.3565301766049638,1,afternoon,66
medical_emergency,86,0,1,0,0.5134068421934497,0,1,5.869596975369947,0,morning,31
gas_leak,93,0,2,0,0.132370776370331,0,3,0.3458707303006512,0,night,65
violence,40,1,3,0,0.9025037691719464,0,3,8.576163434994616,0,evening,40
medical_emergency,59,0,1,0,0.05104843894562186,0,6,5.565716021580882,1,afternoon,67
power_outage,33,1,5,1,0.11451425041714722,0,6,0.053573489544246566,0,evening,52
power_outage,56,1,0,0,0.31182327058382153,0,6,3.703974794600979,0,morning,25
medical_emergency,59,1,2,0,0.4499700402415019,1,5,6.14941504744048,1,afternoon,82
flood,91,1,3,0,0.054638153349116064,0,2,1.126946303732785,0,evening,40
infrastructure_failure,44,1,1,0,0.16848467295073297,0,4,3.6843651911449493,0,evening,36
violence,8,0,2,0,0.2782377836676629,0,6,4.2917482464453505,0,night,44
medical_emergency,51,0,2,0,0.14373792955616116,1,7,2.350808163120947,0,night,86
medical_emergency,100,1,2,0,0.19387175082116476,1,1,4.632465175080416,0,evening,72
power_outage,35,0,3,0,0.2081600331791358,0,6,3.243061799287444,0,evening,47
flood,41,0,4,1,0.042524769678568525,0,4,2.4085492444765713,0,afternoon,27
road_accident,89,1,3,0,0.3225300358524697,0,6,3.0202832905949233,0,night,52
flood,26,0,4,1,0.0,0,4,0.6116764986007941,1,morning,44
infrastructure_failure,68,1,3,1,0.023310332400069578,0,7,8.829622264111077,0,morning,21
flood,64,1,2,0,0.1596086263286302,1,3,3.485247152472193,0,morning,57
medical_emergency,50,0,2,0,0.005897937361516198,1,5,6.821955142914076,0,morning,71
road_accident,18,1,2,0,0.3788829201637637,0,7,5.613509707521621,0,evening,40
fire,88,1,1,0,0.13624635889823203,0,4,5.429589593031117,1,night,70
medical_emergency,47,0,2,0,0.11514750550705688,1,1,5.666288728614002,0,evening,71
power_outage,37,1,0,2,0.2848934741614133,0,4,2.265756930719685,0,afternoon,22
gas_leak,45,0,1,1,0.20806542557449245,0,2,3.5717353620897994,0,afternoon,37
violence,100,0,1,1,0.4265745783359032,0,2,4.800311274150287,1,evening,43
fire,33,0,3,0,0.32600404613966316,1,5,1.975153693591592,0,morning,64
violence,78,0,3,0,0.29928419601173406,0,6,5.481266970243631,0,evening,46
flood,19,0,0,0,0.25565259385682726,0,2,6.114918197175757,0,night,25
violence,59,1,0,0,0.0,0,4,5.135476114018728,0,evening,38
road_accident,52,0,0,0,0.19602321467390188,1,2,0.8416257111096819,0,afternoon,54
flood,44,0,2,1,0.2368452546446193,0,7,5.856199253741563,1,afternoon,38
road_accident,114,0,2,0,0.21652985815492004,0,2,1.0452736349519332,0,afternoon,41
flood,15,0,0,0,0.3862457016460459,0,6,5.481426914529545,0,afternoon,23
road_accident,76,0,4,0,0.05562937976262525,1,3,0.6717478628099318,1,night,84
road_accident,88,1,2,0,0.0029034887397891285,0,1,2.062081572600323,0,afternoon,46
road_accident,97,0,5,1,0.0,0,3,3.8100039324512838,0,morning,38
gas_leak,74,0,0,0,0.2348624631958701,0,4,5.234781917042537,0,evening,46
road_accident,60,1,3,0,0.0,0,7,1.8932326086547584,0,night,62
violence,48,1,2,0,0.32463539184299045,0,5,3.846446972827393,0,morning,41
violence,40,0,2,0,0.0,1,2,1.1361602358315772,0,evening,66
power_outage,44,1,3,1,0.18927995595328004,0,5,4.787475124017746,0,afternoon,28
infrastructure_failure,90,1,4,0,0.230321138587849,0,4,2.668451700173482,0,night,38
violence,52,1,4,1,0.10397508586597824,0,3,5.218841070166798,0,night,45
violence,59,0,1,1,0.2147414015361424,1,4,3.7506256365032913,0,night,66
road_accident,53,0,1,0,0.22186227995919552,1,1,4.572237058892632,1,night,63
medical_emergency,118,0,3,1,0.2899982523226738,1,4,5.038214433036407,0,morning,62
road_accident,45,0,4,0,0.06533669537338727,0,6,5.146957470508777,1,evening,57
medical_emergency,64,1,1,0,0.37848830693754804,0,6,6.234234805595688,0,night,48
infrastructure_failure,43,0,3,0,0.0585921109373547,0,1,3.5403429153598673,0,night,14
road_accident,61,1,1,1,0.45275890910152483,1,2,6.72214350586351,1,evening,57
fire,41,0,2,0,0.13711319130663496,0,2,2.862033897969817,0,night,51
flood,106,0,2,1,0.21511668394905584,1,5,1.685475221911459,0,night,49
gas_leak,109,1,1,0,0.11759791648537656,0,3,4.244863218179627,1,afternoon,56
flood,116,0,2,0,0.014351210289310357,0,3,2.853642034318006,0,afternoon,25
infrastructure_failure,89,0,2,1,0.19955578712380845,0,4,0.1863272840056811,0,afternoon,29
violence,94,1,1,0,0.2730035507539371,1,6,1.370579695947089,0,evening,70
flood,93,1,0,1,0.2506057854844809,0,4,1.3229231117958817,0,night,45
power_outage,53,0,1,1,0.1832862313712127,0,5,0.3957037297003234,0,morning,33
power_outage,65,0,0,0,0.26217457216674545,0,2,5.170076190705662,0,night,16
infrastructure_failure,40,0,3,1,0.12469335030745334,0,3,3.893846011304943,0,evening,20
fire,54,1,3,0,0.2521580859841764,0,5,1.7247714112184782,0,afternoon,57
violence,91,0,2,0,0.4839529072983524,1,2,0.732921491164197,0,evening,71
violence,55,0,2,1,0.2109325026046348,1,6,1.811397697293663,1,evening,78
flood,23,1,1,0,0.12649939748377695,0,6,1.0411069279569691,0,night,38
fire,23,1,1,0,0.29344684968927404,0,3,3.220046080588382,1,morning,61
road_accident,45,1,0,1,0.10759205224736318,0,6,6.9038448759290505,0,night,38
gas_leak,92,1,4,0,0.05228776940787852,0,4,3.158243097992205,0,afternoon,50
medical_emergency,26,1,1,0,0.21043544539081946,1,5,2.8376290047469706,1,morning,83
road_accident,10,1,6,0,0.08356438573047648,0,5,0.5056385200524898,0,night,74
medical_emergency,111,0,4,1,0.0,0,3,4.198219521349678,0,morning,52
road_accident,24,0,1,0,0.03678698660534549,0,5,4.324304693144143,0,evening,49
road_accident,12,0,2,1,0.16832080205691557,1,6,3.8216121483687413,0,night,71
road_accident,19,0,2,0,0.31711535163149646,0,3,5.041998158697944,0,morning,34
power_outage,36,0,4,1,0.185870107010551,0,4,3.566764554375252,1,afternoon,29
gas_leak,46,1,4,0,0.3876943939114418,0,6,3.597785421306115,0,evening,68
flood,37,1,2,1,0.045595491290208484,0,2,3.9576703931399027,0,night,12
power_outage,66,1,2,0,0.0,0,7,4.240836419252549,0,evening,47
gas_leak,27,0,3,0,0.16019609750904415,0,6,1.864752472461384,0,morning,68
infrastructure_failure,70,1,1,1,0.2396534693951709,0,5,0.2614242342789592,0,night,43
infrastructure_failure,109,0,0,0,0.0,0,6,2.8220731367029805,0,afternoon,28
flood,119,1,2,0,0.11178023142265642,0,7,5.141715450206886,1,night,49
infrastructure_failure,35,0,3,1,0.0,1,1,2.16446913336356,0,morning,42
violence,59,0,4,0,0.24586745930245968,1,6,7.275367082076738,0,morning,67
fire,55,1,0,0,0.0,0,3,1.109809616872441,1,evening,77
gas_leak,57,1,1,0,0.140097514479711,1,5,3.277374262011242,0,evening,77
violence,17,1,2,0,0.554478274805569,1,1,3.2430740432919243,0,evening,64
medical_emergency,104,1,2,1,0.0808660830145355,1,7,2.720710944882603,0,night,84
road_accident,59,1,2,0,0.42920650014781914,0,3,0.9017889814519204,1,night,60
fire,116,1,0,0,0.1151315659138307,0,4,3.8304198417414237,0,morning,54
flood,34,1,1,0,0.0,0,2,0.469179840108382,0,afternoon,24
gas_leak,34,1,1,0,0.020229332826137758,0,5,1.6993931187091083,0,morning,63
flood,32,0,2,0,0.11481594290693813,0,7,4.480054184312558,0,morning,27
medical_emergency,109,1,2,0,0.02421695381342162,1,6,4.314841803611072,0,morning,80
violence,77,1,3,0,0.016373111427787468,0,6,0.8876190528173673,0,afternoon,64
fire,83,0,0,1,0.4888460272770614,1,6,3.9368620779454866,1,morning,69
medical_emergency,50,0,1,0,0.13377113715074615,0,6,1.2936081768602534,0,afternoon,49
gas_leak,116,0,3,0,0.048691169473134094,0,4,4.396152730059477,0,afternoon,51
fire,73,0,2,0,0.42607027377889756,0,7,1.9703152377568345,0,morning,53
violence,87,0,2,1,0.10133068179077323,1,3,2.031918867963891,0,evening,65
road_accident,9,1,5,0,0.32095309962192065,0,7,6.0003766827044895,0,night,64
road_accident,59,1,3,0,0.16247132641634968,1,3,2.7721882500067503,0,evening,73
flood,27,1,0,1,0.14851056455242875,1,1,2.9754347802902785,0,evening,46
road_accident,12,1,4,1,0.3171099612991044,1,2,5.664639200253692,1,evening,67
gas_leak,13,0,0,0,0.08488190767876577,1,5,2.4542464064144625,0,night,61
flood,90,1,4,0,0.31248568353842426,0,7,0.7385641471851723,0,afternoon,44
road_accident,109,1,3,0,0.2487780957563499,0,7,2.2254135146405614,1,morning,64
infrastructure_failure,51,0,1,1,0.1349276191207639,0,6,2.602622366003974,1,night,42
gas_leak,89,1,1,0,0.025413644736047264,0,2,6.48263335094374,0,evening,52
fire,79,1,2,0,0.0,0,5,4.178864470721742,0,afternoon,58
road_accident,109,1,0,0,0.18103164599411176,0,4,3.7143352530146676,0,morning,46
power_outage,85,1,0,0,0.4185905318882214,0,6,1.4310781404822266,0,morning,29
power_outage,103,0,4,0,0.0,0,1,2.3313458473552764,1,evening,36
medical_emergency,102,0,4,0,0.22342493503266642,0,3,4.25762273864734,0,evening,66
road_accident,106,1,1,0,0.4700770453522357,1,2,2.675475529915538,1,evening,78
fire,68,0,2,0,0.0,0,3,2.0897812042153148,1,evening,59
violence,88,1,2,1,0.10226601900880164,1,7,2.965001914230377,1,morning,84
fire,14,1,0,0,0.17214860680316285,1,6,7.187349438233783,1,evening,85
road_accident,48,0,2,1,0.4783604628286868,0,5,3.5797592658419886,0,afternoon,39
fire,49,1,2,1,0.16280313282319592,0,5,3.491031510173296,0,night,53
fire,90,1,3,0,0.41314816627801887,0,7,0.7601894614184292,1,night,80
power_outage,98,1,4,1,0.3442184327922897,0,2,3.789720693647058,0,night,28
infrastructure_failure,72,1,0,2,0.0,0,7,3.7284656489833026,0,evening,25
fire,83,0,0,1,0.4158350731469391,0,6,0.9712859578716646,0,evening,46
flood,55,0,1,0,0.07964203499419728,0,6,3.6811761711521056,0,afternoon,15
power_outage,59,1,2,1,0.0,0,3,5.308537843501248,0,morning,21
power_outage,80,1,2,1,0.13188754893485938,0,1,2.433931604288863,0,evening,15
fire,35,0,3,0,0.2957868986884106,1,7,4.312516356182252,0,evening,81
gas_leak,14,1,3,0,0.2223485486924988,0,4,2.3855020603434562,1,morning,66
medical_emergency,46,1,3,0,0.38887209529373185,0,4,2.288519749879713,0,afternoon,44
fire,103,0,5,0,0.23185266495317,0,4,2.7911064408067636,1,night,59
violence,105,1,3,0,0.47729942909257006,0,2,6.282935966875446,0,night,31
road_accident,104,0,0,0,0.0519666720910153,0,4,1.5607857062432327,0,morning,47
flood,17,0,2,0,0.14550086531555662,0,3,3.524944146780656,1,afternoon,35
violence,81,1,1,2,0.5976791038035318,1,5,2.8567838203131246,0,morning,60
flood,54,1,4,1,0.23192058796113332,0,4,1.6468316476691234,0,evening,31
medical_emergency,45,1,1,0,0.3078609735195901,0,2,9.72941077307901,0,morning,31
fire,9,1,2,1,0.0,0,1,4.1920161508862455,0,evening,55
road_accident,87,0,3,0,0.4478239177824944,1,6,5.714032204568317,0,morning,64
medical_emergency,28,0,3,0,0.08940521355298182,0,7,3.1279030865216773,0,evening,55
flood,75,0,2,0,0.22530124503391274,0,4,3.9178039787661243,1,night,54
violence,21,1,3,0,0.27424574104666793,1,1,3.1458490448975023,0,morning,51
road_accident,60,1,2,0,0.0,1,1,3.750234595928079,0,afternoon,68
violence,31,1,1,0,0.2582108939118237,0,2,3.6101983268557536,1,evening,61
gas_leak,11,1,1,0,0.41743247167186737,0,5,2.7049383907505873,1,afternoon,68
fire,55,0,2,0,0.0,0,3,1.9170570716507396,0,night,59
medical_emergency,75,0,2,0,0.17312889086835792,0,2,0.5968898737774744,1,evening,67
gas_leak,31,1,1,0,0.19754460666426765,0,5,2.2540406110465896,0,night,61
medical_emergency,74,0,2,0,0.0,1,3,1.225390195908942,0,evening,83
violence,96,0,1,0,0.16515468619336998,0,1,0.4512693559085803,0,night,47
power_outage,78,1,0,0,0.23928676167643761,0,6,3.1076555475116185,0,morning,33
medical_emergency,40,1,4,0,0.4133409849354632,0,1,7.051051935407415,1,evening,59
medical_emergency,99,1,3,0,0.1492053617641732,0,3,2.9510969202649298,0,night,55
infrastructure_failure,93,0,1,1,0.12569710801658746,0,4,2.8446769287704394,1,night,38
flood,112,1,1,0,0.40006540160181864,0,6,3.4828951222034545,0,evening,27
flood,74,0,1,0,0.0,1,1,4.196158503538195,0,evening,41
violence,73,1,3,0,0.44964074503785956,0,6,3.1815887223792205,0,evening,59
power_outage,117,1,3,0,0.0,0,5,5.823560896382078,0,night,35
gas_leak,56,0,4,0,0.2267463930224673,0,3,2.905898921976717,0,afternoon,44
gas_leak,48,1,3,0,0.27094069539462967,0,7,2.90368962702107,1,afternoon,81
gas_leak,9,1,4,0,0.4291423398021271,1,6,3.990666566687295,1,afternoon,86
violence,103,0,3,1,0.11779983381714927,1,1,3.658511870410643,1,evening,71
flood,118,1,4,1,0.4199346650867711,0,2,6.433356640470916,0,night,19
medical_emergency,96,1,2,0,0.21781756766724517,1,4,3.263632539358688,0,morning,77
infrastructure_failure,8,0,2,1,0.3958826744699706,0,1,6.965540334892012,0,morning,3
gas_leak,9,0,0,1,0.28585479880757236,0,2,2.517634807930579,0,morning,39
road_accident,105,1,1,0,0.27920911892484324,0,2,6.47155892789298,0,night,33
gas_leak,68,1,1,0,0.4155586225532443,1,6,1.283220284869845,0,afternoon,88
flood,31,1,2,0,0.19962248287106996,0,7,1.1554011823228074,1,evening,54
violence,34,1,4,0,0.4203210120650494,0,4,2.211912181055726,0,night,48
road_accident,78,0,0,0,0.24306790540928025,1,2,5.128325893882386,0,evening,62
road_accident,33,1,1,0,0.09067382873779246,0,7,0.9166985544788022,0,morning,54
flood,56,1,1,2,0.28522863837560486,0,7,6.975706195309439,0,evening,20
flood,37,0,2,0,0.022735300136173087,0,5,2.5288700084961446,0,night,32
medical_emergency,10,0,0,1,0.3159661125459425,0,7,4.868255933100097,1,afternoon,41
power_outage,65,1,4,0,0.2854079608727577,0,1,3.2298552523204345,0,night,32
violence,85,0,2,0,0.0,1,7,5.413707019085799,1,morning,73
