incident_type,description_length,has_media,upvotes,flags,duplicate_score,similarity_to_previous,posted_at_night,account_age_days,total_reports_by_user,past_fraud_reports,user_total_flags,verified_user,fraud_label
fire,53,1,0,1,0.1421867272723259,0.21242796716247395,0,857,19,2,0,1,0
fire,34,1,0,0,0.22845055936642542,0.22703074912814258,0,614,29,1,5,0,1
road_accident,18,1,2,2,0.08189011407125787,0.6402395690702767,0,294,25,2,12,0,0
fire,61,0,1,0,0.34641092244833965,0.37783414088179557,1,477,33,1,4,0,0
violence,110,0,2,0,0.3880068302926316,0.7015599414421411,0,460,23,1,7,1,0
gas_leak,84,1,0,0,0.06419336294090006,0.6078793332192003,0,425,37,1,4,1,0
gas_leak,59,1,3,0,0.460918967533147,0.41923421285070717,0,130,7,0,14,1,0
road_accident,120,0,6,1,0.48506318202075294,0.4447757734397539,0,497,22,1,5,0,0
road_accident,79,0,4,2,0.31595520214434847,0.0,0,756,15,1,5,0,0
road_accident,107,1,2,1,0.3857920772774279,0.3884814531413361,0,735,16,0,1,1,0
road_accident,13,1,0,3,0.35571665430121563,0.18207471514577406,0,72,3,0,7,0,0
power_outage,114,0,1,1,0.5015184249812593,0.5552362348021334,0,142,2,2,8,0,0
medical_emergency,135,1,1,2,0.28043714899588174,0.37660845882102983,0,281,38,0,0,0,0
fire,17,1,2,0,0.67364894181192,0.4004621592394655,0,11,10,1,4,1,0
fire,91,1,3,0,0.3562309441962162,0.8011753474726981,0,235,38,1,3,1,1
medical_emergency,49,1,3,1,0.09605800592178915,0.34202092504837195,0,385,11,0,8,0,0
violence,64,0,1,1,0.19942750453123897,0.6283126895929445,1,70,34,0,5,1,0
fire,14,1,1,0,0.019573106210624525,0.0,0,377,25,2,5,1,0
power_outage,12,1,6,1,0.40769786636516847,0.1777034644352859,0,311,2,1,13,0,0
power_outage,70,0,7,0,0.3580228910232193,0.8030219521603503,1,318,13,1,11,1,0
power_outage,16,0,1,0,0.18826317863979855,0.48090831758872,1,578,27,0,4,1,0
fire,40,1,2,0,0.10158831347075503,0.6173562896002994,1,36,34,1,10,1,0
violence,55,1,2,2,0.21456608372924665,0.29789912304056226,0,556,7,1,3,1,0
fire,140,1,1,0,0.30248485489742466,0.23127824791234264,0,802,8,0,11,1,1
power_outage,20,0,1,2,0.1633868442445785,0.5586743676509209,0,585,5,0,10,0,0
violence,131,1,0,2,0.1105513535296839,0.46502378329045846,0,369,25,1,2,1,0
violence,73,1,0,3,0.39919001522806896,0.11702074999588635,0,649,25,1,0,1,0
medical_emergency,32,1,3,0,0.18960210771761432,0.7646779066253386,0,99,25,0,12,1,0
gas_leak,93,1,4,0,0.3449274460468421,0.533839821917157,0,636,11,1,13,0,0
road_accident,144,0,2,1,0.27533474087975596,0.2892560761806686,0,584,23,1,6,0,0
gas_leak,104,1,3,0,0.19049345880083934,0.3015171870908837,0,443,21,1,1,0,0
medical_emergency,136,1,3,0,0.3339571564970259,0.4627536315332826,1,852,36,2,1,1,1
fire,58,0,0,0,0.06575724516921647,0.7149722079695675,0,824,10,0,11,0,0
road_accident,59,1,0,0,0.655788830926469,0.45339707260050066,0,3,21,1,8,1,0
fire,70,1,1,1,0.21070178017835645,0.5234437699060022,1,356,14,0,9,1,0
medical_emergency,128,1,2,3,0.12800563031178186,0.1939403440915614,0,105,28,1,5,0,0
gas_leak,90,0,1,0,0.4199401905735979,0.0,0,189,9,0,6,1,0
medical_emergency,34,1,2,0,0.49872832270225154,0.3244260472816699,1,553,15,1,3,1,0
violence,117,1,2,1,0.0,0.015560702650138869,1,727,13,1,8,1,0
road_accident,148,0,2,1,0.34310521439020186,0.024772836041267288,0,434,22,0,1,0,0
violence,41,1,3,0,0.10643730160738846,0.06516792895178869,0,212,28,1,7,1,0
medical_emergency,105,1,2,0,0.5785834581032305,0.22040684773802977,0,430,39,0,8,1,0
road_accident,51,0,1,1,0.15949443020477075,0.4463434923203684,0,217,22,0,11,1,0
gas_leak,147,1,1,2,0.24414696836944383,0.0,0,530,7,1,7,1,0
fire,43,0,2,1,0.5868008485207739,0.5304126494305524,0,326,1,1,8,0,1
violence,102,1,3,1,0.34601761127924696,0.48632553714520665,1,573,14,1,6,1,1
fire,144,1,1,0,0.3994833449509412,0.19228388739834754,0,244,30,0,7,1,0
gas_leak,137,1,0,1,0.0,0.07008365316163517,1,586,38,0,1,1,0
medical_emergency,135,0,2,1,0.340010515255868,0.37496743124689125,0,879,38,1,2,1,0
gas_leak,72,0,2,0,0.16155625202492768,0.01862605477710161,0,512,19,1,11,0,0
medical_emergency,61,0,1,0,0.38036370478918335,0.3359583646399031,1,166,32,1,0,1,0
power_outage,138,0,1,1,0.2457598398192679,0.4543403402181019,1,830,13,3,7,0,0
power_outage,45,1,3,1,0.22751627109294614,0.4088500626301449,0,898,6,0,11,1,0
gas_leak,139,1,0,1,0.1846293269169891,0.291592920916149,0,776,20,0,6,1,0
road_accident,96,1,1,1,0.2481038623277709,0.48361790536504456,1,526,23,0,5,1,0
violence,119,1,3,2,0.0,0.6380642949563512,0,786,8,0,5,0,0
road_accident,145,0,2,1,0.3061720688359435,0.9546631870869716,1,745,22,2,13,1,0
power_outage,96,1,4,1,0.02771356453440485,0.49603345113848385,1,372,31,1,3,0,0
violence,120,1,3,1,0.027794421237678113,0.5162930292049545,1,90,30,1,3,0,0
road_accident,138,1,2,0,0.4284076071348663,0.2820081497337824,0,763,8,0,10,1,0
power_outage,23,1,3,1,0.47171053126788925,0.47797416744179244,1,162,5,2,9,0,0
power_outage,44,0,1,1,0.0,0.44806011238845816,0,361,14,1,8,1,0
violence,5,1,3,0,0.3294780180064801,0.29444222495424544,1,366,26,1,3,0,0
road_accident,87,1,2,0,0.20914583345966725,0.0,0,103,34,1,9,1,0
gas_leak,79,0,1,1,0.3903774494429807,0.5779784200564464,0,199,11,0,14,0,0
fire,91,0,1,0,0.3647893760767854,0.0,0,288,5,0,5,1,0
violence,137,1,1,0,0.2692445050773357,0.5042222448284548,0,251,37,0,3,0,1
fire,32,0,1,0,0.275727990945203,0.2548047819148117,0,182,8,0,4,1,0
road_accident,48,0,4,1,0.09758837149142355,0.1256880218966224,1,369,6,0,7,0,0
gas_leak,31,0,3,1,0.16560155124113712,0.5380630923246204,0,246,26,2,13,0,0
gas_leak,132,0,4,3,0.21929476526207073,0.542030110704027,0,186,34,0,4,1,0
power_outage,133,1,3,1,0.09799979594117333,0.46296080552785873,0,271,34,0,9,1,0
gas_leak,15,0,2,1,0.0,0.07559741162282291,0,211,12,2,8,1,0
medical_emergency,8,1,1,0,0.17296849573940154,0.6572410791308061,0,69,6,1,5,0,0
power_outage,83,1,1,0,0.6210577117803049,0.4873023185830277,0,310,21,0,14,0,0
power_outage,32,0,3,0,0.27696874515803566,0.0,1,466,3,0,3,1,0
violence,129,1,0,0,0.03841738157268368,0.16187676835825712,1,507,9,1,2,1,1
gas_leak,9,1,2,1,0.20338752425287224,0.0,1,41,11,0,0,0,0
gas_leak,100,0,2,0,0.37686011430082655,0.28891313728512574,1,649,22,1,3,1,0
road_accident,125,0,0,1,0.0,0.5719532029490334,0,765,17,0,9,0,0
power_outage,15,0,3,0,0.12381726459812437,0.05536684490418797,0,798,9,0,5,1,0
power_outage,75,0,3,1,0.1706925925136903,0.11030793350524376,0,833,34,1,0,0,0
road_accident,93,1,3,1,0.36017636570313766,0.9250405770329045,0,702,17,0,8,0,1
medical_emergency,146,1,2,0,0.2881648261755634,0.43563084959613363,1,473,21,2,12,1,0
fire,80,1,0,2,0.3063659003185195,0.708881489967772,0,1,26,2,13,0,1
fire,45,1,2,1,0.1286744574502642,0.0,1,94,22,0,8,0,0
road_accident,141,0,4,0,0.2588285888230519,0.0,0,758,6,1,1,1,0
road_accident,99,0,7,1,0.0,0.3299428229065287,1,604,5,1,14,0,0
violence,9,1,1,1,0.24342753185745547,0.3642635474952657,0,508,12,5,0,0,1
medical_emergency,43,1,3,1,0.33041910847268513,0.41778698796246555,0,383,1,1,3,0,0
medical_emergency,24,0,3,1,0.2972115993898138,0.5622787636134475,0,820,9,1,11,1,0
fire,58,1,3,1,0.15971648438579533,0.0,0,698,19,1,2,0,0
road_accident,92,1,2,0,0.3460293831544729,0.13743071630740572,0,343,1,1,13,0,0
medical_emergency,109,0,0,0,0.0,0.37144268905538347,0,327,16,0,4,1,0
road_accident,103,1,3,0,0.5441404161081324,0.34851964380055717,1,551,15,1,2,0,0
fire,134,0,0,0,0.41390220543198897,0.2886404601194063,0,92,38,1,13,1,0
fire,92,0,2,1,0.2597454090218188,0.15632945323736472,0,163,24,0,6,0,0
violence,19,0,2,1,0.41137480159523077,0.3879660284538587,1,782,35,2,8,0,0
gas_leak,84,0,2,2,0.2593580187854436,0.31881200032288404,0,323,2,2,8,1,0
fire,123,1,1,2,0.5304891381522392,0.2635971460207521,1,437,3,2,12,1,0
road_accident,64,1,2,1,0.42874141911173363,0.27898089397796577,0,228,1,2,6,0,0
road_accident,20,1,1,1,0.040780105402085404,0.5642295026232419,0,860,1,0,5,0,0
gas_leak,28,0,2,0,0.15415850824413635,0.08071076699645868,0,880,24,1,12,0,0
medical_emergency,49,0,1,1,0.1977051698061069,0.5314212281269761,0,233,4,2,9,0,0
medical_emergency,48,1,0,0,0.10040993999044281,0.7235572899698581,0,500,39,0,11,1,1
violence,23,0,3,0,0.16925300244353364,0.5032745977899936,0,99,4,0,0,1,1
gas_leak,70,0,2,1,0.21337254384572446,0.2191968667566613,1,542,21,0,6,1,0
gas_leak,92,0,0,2,0.04334394882761608,0.5601844593819054,0,365,37,1,10,0,0
violence,134,1,1,0,0.5297527558297448,0.0522587224392273,0,172,21,1,8,1,0
fire,7,0,1,1,0.30679890732705156,0.7832755089599821,0,105,14,0,3,0,0
medical_emergency,71,1,3,0,0.27687925621240295,0.2240068391217338,1,290,10,0,10,0,0
fire,94,1,1,3,0.26703158160125817,0.6151614545373196,0,413,37,0,13,0,0
violence,24,1,1,0,0.2214291636064068,0.21853805903308884,0,806,33,0,10,0,0
road_accident,97,0,2,2,0.42626982280826164,0.1459948532074409,0,776,8,1,9,1,0
road_accident,76,0,2,1,0.5036798692835531,0.23839629974881937,0,237,19,2,14,1,0
violence,143,0,3,0,0.30728868185355246,0.13465103722528385,0,94,22,0,6,1,0
gas_leak,143,1,2,2,0.15640733054903672,0.682819791039348,0,98,39,0,1,0,0
road_accident,36,0,4,1,0.25358919716407546,0.5523448584453898,0,407,5,2,4,1,0
violence,75,1,3,1,0.2299119446806904,0.5361281243506257,1,412,34,0,11,1,0
gas_leak,20,1,2,1,0.3247715845786306,0.10003026485883187,0,515,28,1,5,0,0
power_outage,45,0,0,1,0.5105333739633411,0.15794448496902821,0,594,17,0,2,1,0
road_accident,61,1,0,0,0.3326780678293979,0.13555075521676788,0,422,29,0,8,1,0
fire,58,0,5,0,0.18458444465193075,0.42247768512145273,0,259,28,1,1,1,0
road_accident,98,1,1,0,0.028146354965579518,0.5060141829789218,1,114,12,0,14,0,0
fire,23,0,1,1,0.39104045423511025,0.6758362471966777,0,82,11,0,0,0,0
fire,64,1,1,0,0.5196305575643057,0.6467358422132808,1,592,23,1,7,1,0
road_accident,94,1,1,0,0.41245249930408345,0.22967350695601815,0,433,21,1,11,1,0
power_outage,7,0,0,1,0.2712212065348808,0.04119510734117526,1,796,4,1,4,0,1
road_accident,125,1,3,0,0.1902039844562229,0.38102644291812343,0,888,28,2,0,1,0
fire,10,1,2,0,0.24518185390685734,0.6086025491260636,1,682,19,2,11,1,1
power_outage,89,1,2,0,0.33089431950543424,0.07536154360480796,0,707,30,1,7,1,0
violence,38,0,0,1,0.21146412144111798,0.05458242060830443,1,297,24,0,2,1,1
medical_emergency,83,0,0,0,0.27073588204593385,0.20660064408838102,1,807,17,0,10,1,0
medical_emergency,111,1,2,1,0.41768934909546934,0.294861101008967,0,546,19,0,7,1,0
power_outage,31,1,1,0,0.6412684125517536,0.33037697547485934,0,433,31,2,1,1,1
road_accident,10,1,0,1,0.0,0.2670289358635877,1,205,6,0,8,1,0
violence,145,1,2,1,0.1837650540106356,0.25116212163146334,0,217,31,2,10,0,0
violence,12,1,3,1,0.1642495668984336,0.6199525538063921,0,629,3,1,10,1,1
gas_leak,143,1,2,0,0.3958939760061487,0.4987366650622384,1,722,33,0,1,0,0
violence,84,0,6,0,0.29073818200420376,0.4496036698281417,0,539,13,2,10,1,0
power_outage,84,1,2,1,0.17585353134167941,0.4691015885848946,0,513,29,1,4,1,0
medical_emergency,63,0,1,0,0.3100180202451121,0.5077360116182328,0,558,30,1,7,1,0
violence,133,1,1,2,0.17076892395433854,0.5034535805845279,1,311,20,1,1,1,0
power_outage,87,0,1,0,0.06269818030492633,0.09791649759141197,0,127,26,0,14,1,0
fire,123,1,1,2,0.09005034228377995,0.4066530901584748,0,432,6,0,13,1,0
violence,148,1,3,1,0.4053621508370734,0.25775833716025753,0,681,39,1,4,0,0
power_outage,106,1,3,2,0.4088394803061906,0.376346083617186,0,789,11,1,8,0,0
medical_emergency,42,0,4,2,0.1017205998535679,0.5510554657362481,0,44,39,0,12,1,0
medical_emergency,113,1,0,2,0.547507328113757,0.693691960476818,1,569,20,1,13,0,0
fire,82,0,4,2,0.7412072875372315,0.5912847487345118,0,230,4,0,0,0,0
fire,9,0,1,2,0.4590292110654629,0.2843801961786781,0,530,24,0,14,1,0
violence,6,0,6,0,0.45851177214059824,0.31799893687592423,0,387,11,0,4,1,0
fire,108,0,2,0,0.25207009481144227,0.013880615004532748,1,610,38,1,9,0,0
power_outage,16,1,2,0,0.1815333531997531,0.1404615639189824,0,749,3,0,11,0,0
power_outage,14,1,4,0,0.15366392613423274,0.4129485638020098,0,441,7,2,6,0,0
fire,68,0,0,2,0.0,0.16707880110217804,0,362,14,0,1,0,0
medical_emergency,18,1,2,1,0.24522970776644518,0.3013639101129067,0,784,7,0,2,0,0
road_accident,92,1,1,0,0.0,0.7896886348526846,0,215,12,1,7,0,0
medical_emergency,132,0,2,3,0.41046799185984595,0.47823291013700825,0,50,3,0,0,0,0
gas_leak,32,0,3,0,0.26608709791972485,0.30533931784261764,0,233,12,0,6,1,0
fire,60,1,2,1,0.32069762711219574,0.2699355754248252,0,772,11,1,11,1,0
medical_emergency,17,0,1,2,0.08879101923358698,0.645417221360582,0,82,17,1,4,1,0
gas_leak,63,1,0,1,0.3527756424421928,0.0,1,664,21,1,12,0,1
power_outage,69,0,2,1,0.5501086392996211,0.5372876059645105,1,522,38,1,6,0,0
gas_leak,143,0,2,2,0.4589028373389454,0.37138626497528865,0,292,4,1,12,1,0
gas_leak,66,1,2,1,0.3767554971056952,0.0,0,677,7,1,7,1,0
violence,114,1,1,1,0.3105617772713766,0.2190213295858985,0,224,27,0,10,1,0
fire,19,1,2,0,0.09937523669477435,0.16613623628435883,0,360,37,1,7,1,0
medical_emergency,10,0,1,1,0.2056452654305655,0.0,0,119,13,0,11,1,0
gas_leak,12,1,1,1,0.526060862483192,0.039542659732121066,1,643,15,1,10,1,0
power_outage,37,1,0,0,0.09642772528919233,0.5130796693944479,0,737,19,0,11,1,0
medical_emergency,139,0,0,0,0.40583896854683466,0.5291811178684366,0,441,16,1,8,1,0
power_outage,31,1,2,1,0.1399544135886578,0.17827886175044544,0,30,31,1,1,0,0
medical_emergency,87,0,2,2,0.6747514737580371,0.7403918962664224,1,505,24,0,10,0,0
violence,106,1,1,1,0.2015185133183836,0.6286626243966156,1,714,29,0,4,0,0
gas_leak,49,1,4,0,0.3127813206551091,0.35624375102383704,0,136,4,0,3,1,1
gas_leak,146,0,4,1,0.331319997117312,0.3459628555072999,0,727,38,1,11,0,0
power_outage,121,0,4,0,0.32366513643834804,0.5348656838391788,0,737,6,0,8,1,0
road_accident,111,1,2,3,0.16704615041671433,0.1039983758521949,1,771,29,1,1,0,0
medical_emergency,50,0,1,0,0.09065635786336784,0.7620358207902882,0,241,25,1,14,1,0
road_accident,116,0,2,2,0.49111396649296957,0.32824954587829325,0,446,16,0,12,0,0
violence,8,0,1,1,0.35405521161811204,0.5868581620806146,0,702,25,1,13,1,0
medical_emergency,97,1,2,0,0.4050754353715926,0.23758856595347938,0,125,37,0,4,1,0
fire,84,1,3,2,0.41217195474589297,0.16674389654308253,0,308,33,2,3,0,0
gas_leak,130,1,6,1,0.260406927151679,0.10219633118673674,0,332,38,1,12,1,0
gas_leak,113,1,5,0,0.004766761149900267,0.3036959448146893,0,71,36,0,4,1,0
medical_emergency,102,1,1,0,0.5022577339452107,0.7069590832452162,0,430,27,0,0,0,0
medical_emergency,78,1,2,2,0.21601062821931466,0.32158869809649815,1,886,34,0,10,1,0
road_accident,77,1,2,0,0.0,0.5207359214040668,0,178,31,1,6,1,0
violence,119,0,2,1,0.2413607543902437,0.11047904763702879,0,732,22,0,8,1,0
violence,45,1,2,3,0.4876063103569096,0.23346023607736144,0,233,33,0,13,0,0
road_accident,100,1,2,2,0.3375389113736162,0.12008366257559458,0,309,16,0,2,0,0
road_accident,65,0,0,1,0.4014770570955597,0.3928130875406243,0,554,20,1,6,0,0
medical_emergency,143,1,1,0,0.10118659374652234,0.6253319529084242,1,736,3,0,11,0,0
road_accident,101,1,2,1,0.15173405218545738,0.0,0,615,14,0,13,0,0
fire,111,1,2,1,0.16213783200407242,0.383449467601091,0,201,4,1,8,0,0
violence,108,1,1,0,0.1628813195455449,0.5539420487397679,1,711,32,0,0,1,0
power_outage,13,1,0,0,0.453385632176997,0.0,1,689,16,0,5,0,0
fire,46,0,0,0,0.3224056795070605,0.1326527858248645,0,290,4,0,8,1,0
medical_emergency,116,1,1,1,0.4218221697651253,0.1300160882822431,0,593,12,1,6,1,0
violence,38,1,1,1,0.24068490038788629,0.6574683438726587,0,6,25,1,14,0,0
violence,99,0,1,1,0.28002585487242027,0.306913232700089,0,475,19,0,14,0,0
fire,13,0,3,2,0.09498140969829291,0.14019128727085092,1,761,37,2,11,1,0
violence,49,1,0,2,0.07815882557716305,0.024190781487865964,0,433,1,1,8,1,0
medical_emergency,61,1,1,1,0.12417370354890853,0.0,0,302,3,0,14,1,0
medical_emergency,26,1,4,0,0.18114315857492985,0.43576039542322853,1,734,34,1,13,0,0
medical_emergency,101,1,2,0,0.3040838406955346,0.3285741255923516,0,770,6,1,8,0,0
gas_leak,38,0,4,1,0.406855537651567,0.3314342590590827,0,506,38,1,1,1,0
fire,123,1,4,2,0.13373048743192745,0.6132513141197764,1,765,31,0,3,1,0
violence,86,1,1,1,0.39796752776461697,0.0,0,35,24,0,4,0,0
power_outage,8,1,3,0,0.018067624270395682,0.21214599539594323,1,567,15,0,2,0,0
road_accident,134,1,0,2,0.0,0.6036526822475043,0,460,7,0,13,1,0
gas_leak,136,0,3,1,0.2714065030920169,0.6318209098082628,0,254,23,1,3,1,0
road_accident,149,1,2,1,0.0,0.7124559584435046,0,896,22,0,1,0,1
violence,116,0,4,1,0.30254117145643694,0.6196924392816051,1,613,27,0,9,1,0
medical_emergency,88,1,3,0,0.17056932427767174,0.7718463544779459,1,147,17,1,13,0,0
fire,131,1,4,1,0.3232210966300405,0.1425227087106369,0,669,6,0,8,1,0
violence,122,0,3,2,0.310520457310425,0.11603224869313086,0,423,12,1,3,0,0
violence,105,1,1,1,0.27723488873444,0.5762724023426877,0,218,8,0,12,0,0
medical_emergency,54,1,2,2,0.21711130848480642,0.5717998383901504,0,575,21,0,1,0,0
fire,132,1,1,0,0.2966387802529347,0.0,0,659,24,0,8,0,0
violence,144,0,3,0,0.05269090309507332,0.6763511786287991,0,675,17,1,10,1,0
violence,96,1,3,1,0.21616895400603225,0.14737186921695447,0,125,11,1,3,1,0
medical_emergency,57,1,1,0,0.4473035965362352,0.16745590918474745,0,336,38,2,2,1,0
road_accident,85,1,3,2,0.15467383874110469,0.05881503064543414,0,832,2,0,11,1,1
road_accident,40,0,1,0,0.5272611692654936,0.5225390929648058,0,170,5,0,8,0,0
fire,85,0,2,2,0.20628339963426853,0.36715546555062833,0,852,24,0,6,0,0
violence,105,1,0,0,0.2699887713064912,0.0,0,72,27,1,8,0,0
gas_leak,12,1,2,1,0.05960986424519449,0.35656035525837393,0,754,23,2,4,0,0
gas_leak,51,0,1,0,0.11747920827488889,0.3360477053177789,1,754,23,0,2,1,0
power_outage,39,1,2,1,0.22528949028341166,0.0,0,33,8,0,2,0,0
medical_emergency,6,1,1,2,0.08154517762203517,0.3959214601194557,0,155,1,0,2,1,1
medical_emergency,130,1,2,1,0.21686791396148103,0.529612961650731,0,566,2,1,1,0,0
medical_emergency,77,0,1,2,0.31117300978340817,0.699645198979544,1,92,20,0,9,0,0
medical_emergency,113,0,4,0,0.34088325970060074,0.2752744966239493,0,494,23,0,14,0,0
power_outage,97,1,0,0,0.13255100204717468,0.3987904257746699,0,655,33,1,12,1,0
road_accident,144,0,2,1,0.0,0.4362451009612931,1,582,33,1,3,1,0
violence,140,0,3,1,0.5018256299867334,0.2868279494841254,1,332,17,0,3,1,0
medical_emergency,85,0,0,2,0.31542754088614783,0.2749987585064355,0,529,16,0,0,1,0
power_outage,54,0,2,2,0.060931477002688944,0.3967459697932459,1,656,21,1,4,0,0
violence,128,1,3,1,0.46499978486447713,0.2729198654074207,0,85,13,2,4,0,1
gas_leak,106,1,2,0,0.0,0.41727996710461285,0,349,31,1,12,1,1
medical_emergency,89,0,2,2,0.0,0.0,1,546,15,2,2,0,0
gas_leak,140,0,1,1,0.6010446937948333,0.0,0,726,7,0,1,0,1
road_accident,49,1,5,0,0.5144210191441587,0.11979311182050176,0,683,12,0,2,0,0
gas_leak,68,1,1,1,0.0,0.6742836137007933,0,360,32,0,5,1,0
gas_leak,137,1,3,1,0.6718292035138155,0.010458480587415164,0,715,10,1,4,0,0
gas_leak,51,1,5,2,0.12911342082683303,1.0,0,729,13,1,9,0,0
fire,27,1,3,0,0.5470324188532916,0.28500603103540373,0,603,17,1,0,1,0
medical_emergency,15,0,3,2,0.23092307009546623,0.1370890094339368,0,557,26,1,5,0,0
medical_emergency,21,0,2,0,0.5652130323421831,0.3402930681913887,0,795,6,1,14,0,0
fire,72,1,1,1,0.2417437771713367,0.5064462996904897,1,752,22,0,10,1,0
violence,12,1,1,1,0.06881726929566398,0.6862164053411633,1,790,39,1,13,1,0
gas_leak,35,1,3,0,0.3050293211772884,0.0,0,648,27,1,2,1,0
power_outage,21,0,3,3,0.32127743369837714,0.19794162692291262,0,765,20,1,13,0,0
road_accident,103,0,1,1,0.2920755906505559,0.008994877833283954,0,521,38,1,9,1,0
fire,102,0,3,3,0.32217066485945256,0.10612235342487039,0,425,4,1,5,1,0
violence,149,1,1,0,0.3009787066890473,0.926212578060766,0,517,15,2,5,0,1
violence,84,0,4,1,0.4031237184441382,0.0,0,223,18,0,4,1,0
gas_leak,61,1,3,0,0.29195225975581635,0.24682249720620053,1,578,15,1,13,1,0
gas_leak,107,1,1,0,0.5266755675581938,0.0,1,286,20,1,14,1,0
medical_emergency,30,1,1,0,0.3103630048504863,0.705255510685302,1,868,30,1,13,0,0
road_accident,95,1,0,1,0.4863804423570032,0.4226542987389431,0,536,14,1,10,0,0
road_accident,80,0,1,1,0.5244279592694985,0.4281850838677069,0,517,37,0,12,0,0
road_accident,63,0,0,3,0.23628662827591798,0.3283419459517618,0,770,19,0,4,0,1
violence,125,0,2,3,0.26143208016056374,0.16451079795156978,0,578,5,0,4,0,0
medical_emergency,130,1,5,1,0.3690442633230197,0.7860893089286918,0,739,35,1,13,0,0
violence,95,1,2,1,0.2799521132099561,0.10305879502899756,0,238,37,0,13,0,0
violence,145,1,2,1,0.5338099961987193,0.0,1,158,10,2,9,1,0
fire,139,0,2,0,0.13659983698063483,0.2692205985134574,1,724,7,0,1,0,0
gas_leak,74,0,1,0,0.10928021120261774,0.5973490912849878,0,107,8,2,14,1,1
medical_emergency,34,1,4,1,0.021894317618987302,0.3229854040089238,0,663,7,0,8,0,0
violence,65,0,2,2,0.3417881199287316,0.19593955778501604,1,533,34,2,11,1,0
gas_leak,121,0,0,1,0.2972593565614266,0.24304121864623174,1,376,32,1,12,1,0
medical_emergency,103,0,3,0,0.46303036423755095,0.44775209629906326,0,688,26,0,11,0,0
power_outage,148,1,2,2,0.24662820152398124,0.377931423118355,0,664,15,1,1,0,0
fire,112,1,2,1,0.3056739715145078,0.5247265910798432,1,637,10,1,10,1,0
violence,98,1,3,1,0.43732413516908786,0.3235557616016068,0,547,38,1,0,0,0
violence,48,1,1,0,0.01534440532156392,0.33724573907093447,0,636,13,0,5,1,0
road_accident,113,1,4,0,0.028214975660486252,0.05478410317431526,0,198,25,2,10,1,1
violence,52,1,1,1,0.07974995987412947,0.6761787699030909,0,739,33,0,6,0,0
road_accident,119,1,1,1,0.3699478599185195,0.3959291606739414,0,181,6,0,12,0,0
violence,144,1,1,0,0.0,0.35834544993656264,0,63,11,1,14,1,0
violence,18,0,3,2,0.23642766752801317,0.5850064738482934,0,787,7,0,14,0,0
medical_emergency,72,1,2,1,0.4918341060403888,0.0,0,825,38,1,14,0,0
violence,64,1,4,2,0.3530339325577257,0.4825460818129996,0,480,24,0,9,1,0
gas_leak,98,1,3,1,0.2383298044801729,0.17806647897138186,1,760,8,0,3,0,0
violence,26,1,1,1,0.1501337260952147,0.2216647808154657,0,882,10,0,1,1,0
fire,86,0,3,0,0.1545498818381001,0.0,0,49,21,1,5,0,0
medical_emergency,55,1,2,1,0.27237886155312463,0.5645961743586293,0,380,37,1,7,1,0
fire,117,1,2,0,0.3026398464151045,0.2696233013556619,0,440,19,1,13,0,0
fire,16,1,3,0,0.6088528430708143,0.491075839207598,0,758,11,0,14,1,0
fire,72,1,1,1,0.5008400268923631,0.005891229052029712,0,537,38,2,8,1,1
medical_emergency,111,0,4,1,0.34681139325894067,0.11218307794684648,0,669,8,1,4,1,0
power_outage,54,1,1,1,0.212225253876492,0.6698398386909425,0,536,21,0,12,1,0
gas_leak,82,1,4,1,0.48005863071213273,0.5696704125940738,0,577,6,0,2,0,1
fire,101,1,3,0,0.3271733971103471,0.0,0,150,39,0,2,0,0
fire,45,1,2,1,0.1347932802703105,0.3329813149915709,0,411,27,0,2,0,0
violence,41,0,2,1,0.08147512732133397,0.5248851461886522,0,142,36,1,10,1,0
gas_leak,118,1,4,0,0.2769706906439324,0.6608892185764408,0,315,26,0,3,0,0
fire,48,0,1,0,0.08637052860025743,0.021564393455063835,0,780,38,0,7,0,0
road_accident,16,0,0,0,0.014392104973470266,0.565746863828914,0,423,13,2,14,0,0
fire,52,1,2,2,0.8106556515073817,0.14304820481048208,0,359,20,1,10,0,0
road_accident,82,0,2,1,0.0,0.07707924109757214,0,222,38,1,11,0,0
power_outage,102,1,0,2,0.0,0.0,1,6,34,0,11,1,0
gas_leak,52,0,0,1,0.006697060599468757,0.2832737472814436,1,308,1,0,7,0,0
fire,43,1,1,0,0.2534481096698242,0.0,0,201,5,0,8,1,0
road_accident,33,1,2,0,0.0,0.42272223549269694,0,868,14,0,3,0,0
violence,66,1,0,0,0.38925622516514335,0.8859051453927815,0,897,7,2,8,1,0
violence,145,1,1,2,0.22533356329093057,0.7481724956271465,0,808,30,2,8,1,0
road_accident,98,1,1,0,0.3109064397241493,0.7766023737252812,0,452,26,2,14,0,0
violence,60,0,4,0,0.2093188895308767,0.2755444141291862,1,394,33,0,2,0,0
violence,13,1,2,0,0.296922239965723,0.11713138145358512,0,253,33,0,4,0,0
medical_emergency,34,1,2,0,0.1593306168398248,0.28490979014609286,0,97,20,2,7,0,0
fire,28,0,1,0,0.1893737396183268,0.02260945020501337,1,541,25,0,3,0,0
medical_emergency,104,1,2,1,0.10865153584436354,0.31136881751681256,1,656,35,2,4,1,0
gas_leak,64,1,3,2,0.4677826638422704,0.37066605524928214,1,809,35,1,5,0,0
